Fe,Ti,Ca,Si,Al,Mg,Na,date,timestamp,lat,lon
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:33:14,-34.7954,106.59125
1.03451,0.0243157,5.0901,18.8015,5.19542,19.8706,4.9836,2019-09-14,2019-09-14 10:43:06,-6.8209,-77.56245
19.8679,2.05805,5.15026,0.0916171,5.06539,19.9522,2.8146,2019-09-14,2019-09-14 01:19:22,-77.47885000000001,102.67525
1.00302,0.00736177,5.10793,18.6482,5.31159,19.9372,4.98476,2019-09-14,2019-09-14 00:51:14,-15.624625000000002,-71.980975
1.08043,0.0731656,5.00413,19.2076,5.00914,19.6472,4.97833,2019-09-14,2019-09-14 16:51:39,-42.632025,-80.03637499999999
11.5495,17.4987,5.07011,0.0809997,5.01278,10.9259,4.86208,2019-09-14,2019-09-14 19:20:03,-46.0907,96.365075
1.46889,2.7894,5.04044,16.5598,5.84752,18.3076,4.98637,2019-09-14,2019-09-14 01:03:46,-54.140950000000004,-70.9222
5.46315,2.19661,19.8745,4.85078,16.851,4.846,0.918045,2019-09-14,2019-09-14 01:39:46,-14.873225,106.98675
7.69361,0.958161,5.7356,13.2512,5.07138,17.6907,4.59933,2019-09-14,2019-09-14 13:33:38,-14.183774999999999,100.4548
3.79438,0.081855,5.50887,17.5131,5.1081,18.076,4.91769,2019-09-14,2019-09-14 01:16:26,-86.4311,89.946975
1.04788,0.00338884,5.74228,19.1115,5.28334,18.8803,4.93128,2019-09-14,2019-09-14 10:23:46,51.241175,-78.87315
1.14644,0.0145574,5.02484,18.3262,6.22809,19.3105,4.94938,2019-09-14,2019-09-14 08:42:10,-0.7928999999999999,-76.570175
8.24475,0.0124418,5.15435,11.488,5.27104,19.9969,4.83254,2019-09-14,2019-09-14 01:24:02,-63.077525,105.3245
4.65751,19.2879,7.04418,0.893545,6.21009,15.6034,1.30336,2019-09-14,2019-09-14 01:43:46,-2.754025,107.1815
3.11288,10.8146,6.29081,6.70198,5.40386,18.3205,4.3553,2019-09-14,2019-09-14 01:35:06,-29.0878,106.72075
7.37742,2.05907,5.30523,10.4374,5.55107,19.2793,4.99051,2019-09-14,2019-09-14 13:36:26,-5.6785,100.59775
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:18:05,-74.87572499999999,-72.82725
1.01621,0.000266922,5.03356,19.9761,5.05874,19.4836,4.43154,2019-09-14,2019-09-14 10:18:50,65.860775,-79.901575
16.2319,0.999386,8.98741,5.49792,13.983,4.7712,4.52918,2019-09-14,2019-09-14 01:23:22,-65.13435,105.13075
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:38:50,6.114400000000001,-77.77024999999999
1.00591,0.00765306,5.05,19.0365,5.16139,19.8143,4.92432,2019-09-14,2019-09-14 14:13:31,75.263475,-83.833775
1.12265,0.00503265,5.14774,18.2342,6.02261,19.6201,4.84763,2019-09-14,2019-09-14 10:17:38,69.40705,-80.35905
5.60438,9.32886,5.01747,6.55539,5.24974,18.2442,4.99992,2019-09-14,2019-09-14 08:02:10,61.685475,105.782
3.45614,1.03217,5.00844,15.8613,5.15009,19.6158,4.87607,2019-09-14,2019-09-14 01:06:26,-62.382025,-70.38527500000001
1.13631,0.485592,5.04867,21.2747,5.00086,17.071,4.98288,2019-09-14,2019-09-14 01:02:10,-49.20155,-71.146525
1.1727,1.82987,5.23513,16.7727,5.0299,19.9944,4.96525,2019-09-14,2019-09-14 10:34:10,20.179775,-78.01135
5.67916,0.0083007,7.88279,20.6963,5.15781,13.1204,2.45519,2019-09-14,2019-09-14 01:31:54,-38.87935,106.4855
1.59498,3.65133,5.02386,10.4606,10.4216,18.9675,4.88023,2019-09-14,2019-09-14 02:28:58,48.33485,-74.37480000000001
1.22961,0.0133141,6.46868,14.9134,7.4927,19.8914,4.99092,2019-09-14,2019-09-14 14:32:11,19.7916,-80.19092500000001
2.38869,0.0814398,6.6426,22.5207,5.56944,13.7109,4.08626,2019-09-14,2019-09-14 10:33:14,22.982825,-78.064375
2.73816,13.0374,5.82272,3.60622,5.52107,19.4811,4.79329,2019-09-14,2019-09-14 01:27:46,-51.574225000000006,106.04175000000001
1.04176,0.0125658,5.00813,19.468,5.10998,19.3662,4.99336,2019-09-14,2019-09-14 14:28:51,29.778675,-80.394375
6.7532,7.20323,5.06441,8.76262,5.11191,17.1413,4.96332,2019-09-14,2019-09-14 10:16:58,71.37527499999999,-80.68495000000001
2.36862,0.121784,6.31564,7.16695,18.618,16.0088,4.4002,2019-09-14,2019-09-14 10:18:34,66.6492,-79.991575
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:14:13,-86.652875,-84.7276
1.03289,3.32407,5.16531,14.9668,6.96924,18.5505,4.99126,2019-09-14,2019-09-14 01:12:02,-79.68847500000001,-66.601925
7.02191,1.15329,9.09039,17.672,5.29513,11.3875,3.37979,2019-09-14,2019-09-14 11:38:34,-2.442725,101.74175
1.08915,0.000173354,5.00082,19.0448,5.12006,19.9973,4.74769,2019-09-14,2019-09-14 08:18:50,68.999,-79.196125
1.28144,0.0268294,10.6409,15.156,5.45203,17.5361,4.90664,2019-09-14,2019-09-14 01:04:58,-57.84827500000001,-70.712475
1.09283,0.491756,5.02751,17.9857,5.46605,19.9471,4.98906,2019-09-14,2019-09-14 04:28:58,45.20075,-75.35235
2.70135,14.892,6.42602,1.89203,5.57147,19.8407,3.67644,2019-09-14,2019-09-14 19:40:11,15.273775,97.68075
13.7975,0.046055,6.27947,10.3338,10.0961,14.2367,0.210445,2019-09-14,2019-09-14 12:04:50,75.84855,105.91274999999999
1.01286,0.000235095,5.00542,18.735,5.56625,19.8141,4.86609,2019-09-14,2019-09-14 04:58:58,-45.78865,-73.439075
1.19851,0.0206945,5.23383,24.1404,5.19555,14.2563,4.95467,2019-09-14,2019-09-14 01:02:42,-50.84745,-71.077475
1.15117,0.0402422,5.02117,19.0944,5.20424,19.7995,4.68921,2019-09-14,2019-09-14 00:36:50,27.96415,-72.7113
5.52295,0.123367,5.2992,11.2239,8.57129,19.993,4.26628,2019-09-14,2019-09-14 01:13:54,-85.39410000000001,-58.98365
1.09035,1.15772,5.02467,17.7386,5.03739,19.9661,4.98517,2019-09-14,2019-09-14 01:00:42,-44.67835,-71.313575
1.78684,12.948,5.01573,5.75912,5.07058,19.4653,4.9544,2019-09-14,2019-09-14 09:25:30,-45.572075,101.9035
10.1423,6.95897,10.911,1.93389,14.4218,7.90914,2.72295,2019-09-14,2019-09-14 01:37:14,-22.579925000000003,106.85025
5.82715,10.9012,5.38139,0.642283,12.5826,14.8536,4.81169,2019-09-14,2019-09-14 10:12:42,83.900475,-87.720325
4.82491,0.179494,7.7877,9.66516,11.1129,16.5501,4.8797,2019-09-14,2019-09-14 15:36:59,-0.78615,99.585825
1.07381,0.00901031,5.03588,20.3318,5.00695,18.5552,4.98734,2019-09-14,2019-09-14 10:37:22,10.54415,-77.8429
8.18312,3.17304,5.06459,9.15571,5.04368,19.4595,4.92039,2019-09-14,2019-09-14 01:22:02,-69.24957500000001,104.63225
1.10482,0.0163886,5.22788,18.1426,5.52545,19.9858,4.99708,2019-09-14,2019-09-14 10:34:58,17.774549999999998,-77.96737499999999
5.37554,5.04304,5.12144,14.6944,5.11946,15.601,4.04515,2019-09-14,2019-09-14 10:23:38,51.6372,-78.89117499999999
2.97146,0.674891,19.7771,8.95161,5.71252,13.2755,3.63692,2019-09-14,2019-09-14 13:35:54,-7.295850000000001,100.57125
1.00869,3.7327,5.81007,0.441597,19.9267,19.7958,4.28447,2019-09-14,2019-09-14 10:45:30,-14.1285,-77.440675
1.1457,0.00464684,5.0099,16.6177,7.309,19.9914,4.9216,2019-09-14,2019-09-14 14:20:59,53.198449999999994,-81.17
1.15692,0.000487048,5.02316,18.8852,5.18542,19.93,4.81886,2019-09-14,2019-09-14 22:10:43,71.009175,-87.37725
1.10105,0.00401445,6.16798,17.8063,5.30412,19.7372,4.87927,2019-09-14,2019-09-14 10:36:42,12.554950000000002,-77.876625
7.53461,1.81161,5.10303,25.1297,6.60172,4.39646,4.4229,2019-09-14,2019-09-14 01:30:42,-42.559775,106.37725
6.99847,0.990727,9.01528,23.8918,8.9503,4.66526,0.488169,2019-09-14,2019-09-14 01:47:06,7.298825,107.33850000000001
1.00416,0.026926,5.14791,18.7909,5.22688,19.8742,4.92893,2019-09-14,2019-09-14 12:22:34,51.6535,-79.991125
19.7238,0.0350438,5.11715,1.88297,5.01854,19.7917,3.43082,2019-09-14,2019-09-14 23:53:47,62.090599999999995,97.251725
1.12787,0.00519525,5.00058,14.1859,9.88796,19.8055,4.98695,2019-09-14,2019-09-14 04:54:26,-31.837549999999997,-73.835025
2.92121,0.224508,5.2865,6.16287,15.6879,19.7734,4.94361,2019-09-14,2019-09-14 10:15:06,76.877275,-82.113525
9.84514,17.0958,9.22538,1.34114,6.4673,7.00279,4.02241,2019-09-14,2019-09-14 01:30:18,-43.787575,106.33850000000001
2.18412,0.074942,7.00244,19.1531,6.15159,15.4374,4.99642,2019-09-14,2019-09-14 10:14:10,79.61995,-83.388425
1.29234,0.0847978,5.00892,14.0918,12.4673,17.0695,4.9853,2019-09-14,2019-09-14 10:36:50,12.15295,-77.8699
4.97101,0.307982,8.83786,0.248156,17.8487,17.962,4.82429,2019-09-14,2019-09-14 01:22:10,-68.838025,104.6905
1.20724,2.36194e-05,5.02318,4.97734,19.9276,18.8858,4.97888,2019-09-14,2019-09-14 10:18:26,67.043275,-80.03875
14.2962,0.00513066,5.03424,6.79652,5.06105,18.8653,4.94161,2019-09-14,2019-09-14 03:15:54,-84.891025,94.2901
1.06672,0.0480535,5.00887,18.6772,5.43477,19.8856,4.87874,2019-09-14,2019-09-14 10:26:58,41.72185,-78.516775
13.5508,2.03925,5.47297,3.94547,8.11121,19.8693,2.01099,2019-09-14,2019-09-14 01:47:54,9.705324999999998,107.377
11.2093,1.93938,5.02105,6.59168,5.4973,19.9242,4.81713,2019-09-14,2019-09-14 10:10:42,88.73235000000001,16.830499999999994
1.21813,0.0747607,5.02095,17.9667,5.92956,19.7909,4.99905,2019-09-14,2019-09-14 04:58:10,-43.322775,-73.522875
1.12581,0.0204367,6.26925,10.2142,15.3136,19.2944,2.76231,2019-09-14,2019-09-14 10:25:14,46.881975,-78.692925
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:18:29,-73.64654999999999,-72.570725
2.68678,11.9735,5.01689,7.91836,5.00073,17.4739,4.92987,2019-09-14,2019-09-14 09:53:06,37.95755,103.60275
2.90644,0.0728528,16.9323,2.76123,17.1869,15.1165,0.0237623,2019-09-14,2019-09-14 02:35:46,28.016175,-73.8036
1.00161,0.0244001,5.17858,16.3027,7.49592,19.9978,4.99905,2019-09-14,2019-09-14 10:14:50,77.66165,-82.4198
10.0215,6.8909,5.02994,5.02716,5.12108,17.9109,4.99861,2019-09-14,2019-09-14 19:52:51,53.064724999999996,98.779875
1.01553,0.0791075,5.07688,14.1032,9.97678,19.9142,4.83436,2019-09-14,2019-09-14 16:10:11,81.91375,-88.6192
13.1237,4.81447,5.56018,2.92168,5.42521,18.4221,4.73257,2019-09-14,2019-09-14 01:48:26,11.308399999999999,107.40275
1.00012,0.00194931,5.01479,19.0805,5.15482,19.8964,4.85144,2019-09-14,2019-09-14 10:40:58,-0.344125,-77.66647499999999
1.03482,3.33714,5.2168,15.3315,5.40175,19.6858,4.99218,2019-09-14,2019-09-14 01:35:14,-28.680625,106.7295
1.02113,0.0835664,5.21957,16.2585,7.74331,19.768,4.90586,2019-09-14,2019-09-14 03:06:18,-65.206725,-71.1978
1.01758,0.0644899,5.00082,18.7411,5.21557,19.963,4.99744,2019-09-14,2019-09-14 12:21:38,54.422675,-80.129275
1.65372,0.30951,11.8619,17.6147,6.53489,13.0039,4.0213,2019-09-14,2019-09-14 01:37:22,-22.1737,106.85825
1.02069,0.0291329,5.00075,10.4432,14.6805,18.9436,4.88213,2019-09-14,2019-09-14 14:09:15,87.5597,-108.06007500000001
1.02505,0.00589012,5.51368,18.9828,5.0766,19.4898,4.90618,2019-09-14,2019-09-14 01:20:34,-73.77685,103.79899999999999
3.07081,0.0439275,5.00612,16.9508,5.15344,19.8128,4.96217,2019-09-14,2019-09-14 15:09:31,-85.104175,86.657575
1.06245,0.0705558,5.73308,8.9439,19.993,19.1664,0.0306537,2019-09-14,2019-09-14 01:10:18,-74.338375,-68.6566
1.62231,0.446243,5.59208,21.816,5.68883,15.0842,4.75036,2019-09-14,2019-09-14 21:43:31,28.443424999999998,96.8631
2.69741,0.413177,16.4707,6.74104,8.71769,15.435,4.52497,2019-09-14,2019-09-14 01:21:30,-70.89595,104.37425
1.21679,0.00226147,9.52768,14.9475,5.13261,19.1816,4.99154,2019-09-14,2019-09-14 08:43:30,-4.840675,-76.506
1.0106,16.801,5.25517,3.09516,5.0104,19.9995,3.82816,2019-09-14,2019-09-14 15:51:15,41.99505,100.47805
3.03189,0.192156,8.8971,13.7729,5.01301,19.148,4.94498,2019-09-14,2019-09-14 10:12:50,83.514325,-87.0877
1.04354,1.06582,5.14736,16.6102,6.96876,19.4095,4.75488,2019-09-14,2019-09-14 16:16:19,63.867225000000005,-83.03145
1.08218,0.0320273,5.02944,19.4637,5.30916,19.119,4.96449,2019-09-14,2019-09-14 20:13:55,64.69405,-85.359075
8.55947,12.0442,6.71526,1.5085,5.50304,16.3469,4.32263,2019-09-14,2019-09-14 23:52:27,58.149100000000004,96.93690000000001
8.77484,3.75916,12.847,4.93548,8.52745,12.2809,3.87509,2019-09-14,2019-09-14 01:48:50,12.51005,107.42224999999999
1.07366,3.74191,5.05121,15.227,5.31214,19.6115,4.98253,2019-09-14,2019-09-14 11:50:26,33.19615,102.3955
5.06456,1.0016,8.77564,20.0699,14.2862,5.34361,0.458499,2021-04-22,2021-04-22 20:19:57,-69.1344,-71.886325
1.23096,3.3938,5.02122,15.4436,5.04832,19.9712,4.89084,2019-09-14,2019-09-14 14:38:03,2.10885,-79.88687499999999
1.58407,6.63657,8.59514,9.30711,6.02697,18.4948,4.35532,2019-09-14,2019-09-14 03:28:58,-44.65125,105.21575000000001
7.59618,5.52241,10.7057,12.9246,6.67683,7.90538,3.6689,2019-09-14,2019-09-14 01:49:30,14.511375,107.45549999999999
14.7848,1.17762,8.42059,6.19107,5.17991,18.8505,0.39551,2019-09-14,2019-09-14 01:39:30,-15.6834,106.9735
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:29:06,-47.47385,106.20949999999999
1.19098,0.00342746,5.0675,18.8192,5.62183,19.3367,4.96031,2019-09-14,2019-09-14 04:34:18,29.26375,-74.92054999999999
1.14831,9.7616,6.17233,12.0823,5.91677,19.8935,0.025223,2019-09-14,2019-09-14 22:25:47,26.347424999999998,-84.716575
1.12138,0.0136544,5.07524,19.0649,5.06437,19.9853,4.67516,2019-09-14,2019-09-14 12:58:42,-57.920925000000004,-77.18007499999999
1.12254,0.0225906,5.16078,18.1494,5.58948,19.9662,4.98903,2019-09-14,2019-09-14 10:16:50,71.7687,-80.758725
1.00498,0.00651623,5.20946,18.6922,5.25224,19.8527,4.98187,2019-09-14,2019-09-14 09:04:02,-67.925375,-74.11064999999999
1.73103,0.116241,5.26395,18.985,5.68201,18.3308,4.89096,2019-09-14,2019-09-14 01:06:42,-63.206500000000005,-70.314875
1.38151,0.04665,6.32509,17.7034,5.21547,19.3554,4.97248,2019-09-14,2019-09-14 01:13:14,-83.37245000000001,-63.2292
8.4108,3.73568,5.0177,7.89525,5.025,19.9729,4.94268,2019-09-14,2019-09-14 19:11:39,-72.07135,94.096775
14.0883,0.0136638,5.02838,5.86647,5.17316,19.9484,4.88156,2019-09-14,2019-09-14 18:00:19,71.980525,101.781225
1.11637,0.00132375,5.11571,9.95281,14.0679,19.7518,4.99406,2019-09-14,2019-09-14 06:54:34,-35.466925,-74.832325
2.69145,15.1244,5.00013,4.89697,5.12827,17.1811,4.97761,2019-09-14,2019-09-14 23:50:35,52.622375,96.60102499999999
5.5338,11.603,5.12601,2.25412,5.60296,19.9217,4.95833,2019-09-14,2019-09-14 20:19:31,48.130799999999994,-84.2631
1.01135,0.0171819,5.22466,3.86409,19.9749,19.993,4.91488,2019-09-14,2019-09-14 22:51:39,-52.291525,-82.870625
1.0124,16.1602,5.00133,3.22245,5.13157,19.4789,4.99314,2019-09-14,2019-09-14 16:39:55,-6.735824999999999,-80.8318
4.16022,0.0631158,5.0369,3.90388,16.9497,19.8908,4.9954,2019-09-14,2019-09-14 12:07:30,83.6529,111.55225
2.32945,0.0561426,5.18011,17.1536,6.28251,19.3134,4.68483,2019-09-14,2019-09-14 10:38:42,6.517425,-77.776775
11.9894,3.98165,15.7342,2.48461,5.18198,15.6181,0.0100029,2019-09-14,2019-09-14 13:46:02,23.24275,101.09325000000001
1.01659,0.0534866,5.15732,13.603,10.3187,19.9313,4.91961,2019-09-14,2019-09-14 10:38:02,8.5318,-77.80957500000001
2.47143,1.84112,5.03113,4.34335,18.4922,17.8607,4.96003,2019-09-14,2019-09-14 01:01:54,-48.378825,-71.17925
5.07196,2.95185,9.68962,7.11736,5.51912,19.6812,4.96893,2019-09-14,2019-09-14 10:11:38,86.91685000000001,-98.76509999999999
1.14201,0.0260241,6.19442,15.4239,7.2523,19.9918,4.96954,2019-09-14,2019-09-14 16:51:23,-41.81075,-80.063625
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:15:09,-83.84830000000001,-77.84915000000001
2.76633,0.167015,5.0035,14.7974,8.82284,19.9612,3.48177,2019-09-14,2019-09-14 10:46:02,-15.755375,-77.412375
1.0198,0.0829298,5.01564,14.4985,9.52267,19.925,4.93547,2019-09-14,2019-09-14 04:54:42,-32.656625,-73.81592500000001
1.05189,1.53177,5.22965,17.9462,5.391,18.8704,4.97913,2019-09-14,2019-09-14 10:40:26,1.2723,-77.69245000000001
19.8285,0.0383718,5.12222,0.151916,5.02773,19.989,4.84228,2019-09-14,2019-09-14 23:08:27,-75.50447499999999,90.92717499999999
1.99294,0.00452201,14.3354,13.563,5.40286,19.7006,0.000619775,2019-09-14,2019-09-14 10:15:54,74.5214,-81.3791
1.10428,0.0426174,5.18242,16.3951,7.46667,19.9814,4.82754,2019-09-14,2019-09-14 12:56:18,-50.50535,-77.57905000000001
1.01201,0.0149596,5.00917,14.9861,9.00245,19.9946,4.98074,2019-09-14,2019-09-14 10:43:46,-8.848475,-77.529375
1.13052,0.00441323,5.15234,9.78208,14.1296,19.9969,4.80414,2019-09-14,2019-09-14 04:51:06,-21.618925,-74.04595
1.10601,0.0226819,5.02571,15.4907,8.38788,19.9922,4.97485,2019-09-14,2019-09-14 01:22:18,-68.42647500000001,104.7465
4.75353,4.73234,12.6047,2.56239,7.66489,19.0684,3.6138,2019-09-14,2019-09-14 01:34:50,-29.902475,106.70375
1.04776,0.0358833,5.56623,19.6123,5.21893,19.7625,3.75645,2019-09-14,2019-09-14 10:19:46,63.09975,-79.62635
2.43738,0.526181,12.3755,12.6064,5.40183,16.7803,4.87242,2019-09-14,2019-09-14 01:49:22,14.111225,107.449
8.26303,10.055,5.35943,2.29163,5.24135,19.658,4.13155,2019-09-14,2019-09-14 10:13:46,80.79232499999999,-84.1663
4.58809,0.23706,5.20844,15.6835,5.8963,19.982,3.40462,2019-09-14,2019-09-14 01:20:26,-74.188325,103.7
1.84023,7.44859,13.8219,8.45872,7.85216,12.4361,3.1423,2019-09-14,2019-09-14 00:07:46,65.72174999999999,110.4675
2.58185,0.0711105,5.04009,17.4331,5.06592,19.8314,4.97647,2019-09-14,2019-09-14 10:41:38,-2.3662,-77.634275
19.6886,0.00650762,5.02933,1.02965,5.05868,19.2888,4.89846,2019-09-14,2019-09-14 11:17:22,-67.40634999999999,99.36507499999999
5.93824,1.98217,8.65939,15.5245,12.5385,9.11309,1.24406,2019-09-14,2019-09-14 09:49:46,28.018525,103.363
7.95318,0.00512501,15.5145,11.7852,7.97408,11.6532,0.114715,2019-09-14,2019-09-14 01:42:42,-5.97995,107.131
1.68248,12.0523,5.13536,6.32123,5.00496,19.9373,4.86635,2019-09-14,2019-09-14 02:25:46,57.847525,-74.84552500000001
1.00251,0.0768138,5.11597,19.7387,5.02332,19.3803,4.66238,2019-09-14,2019-09-14 22:48:35,-42.8361,-83.27025
1.00141,9.69023,5.05212,6.2714,9.18839,18.9192,4.87721,2019-09-14,2019-09-14 12:33:30,19.0105,-79.0821
8.20833,0.00275547,16.5601,5.09494,7.06127,13.1329,4.93963,2019-09-14,2019-09-14 01:13:06,-82.964975,-63.778375
1.07084,0.0918355,7.92672,14.2672,6.7095,19.9594,4.97453,2019-09-14,2019-09-14 01:03:22,-52.905725000000004,-70.98315
2.63374,0.185041,8.27608,13.694,6.25281,19.899,4.05937,2019-09-14,2019-09-14 01:10:58,-76.39795,-68.057375
1.11693,13.6056,5.02959,1.70648,9.53403,19.1029,4.90445,2019-09-14,2019-09-14 10:44:02,-9.660025000000001,-77.515825
1.31919,0.0168668,5.02248,19.4405,5.05064,19.3133,4.83703,2019-09-14,2019-09-14 10:29:06,35.357800000000005,-78.337675
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 10:46:58,-18.605025,-77.36165
4.88141,4.05231,5.15934,17.109,6.31498,13.6653,3.8176,2019-09-14,2019-09-14 03:22:58,-63.127674999999996,104.22025000000001
1.04006,0.0366707,5.20243,19.0887,5.02072,19.7786,4.8328,2019-09-14,2019-09-14 00:35:54,30.76275,-72.771075
1.14033,5.48706,5.54658,13.2601,5.04029,19.626,4.89967,2019-09-14,2019-09-14 11:56:26,51.033175,102.97925000000001
1.01459,0.0124422,5.11369,18.2819,5.81336,19.8283,4.93572,2019-09-14,2019-09-14 02:55:14,-31.078575,-72.767475
1.34233,0.125888,5.87894,22.8202,7.50019,13.0571,4.27541,2019-09-14,2019-09-14 10:34:34,18.977475,-77.98915
1.10121,11.4057,5.3788,7.4202,5.09126,19.9181,4.68482,2019-09-14,2019-09-14 19:21:15,-42.3914,96.49775000000001
6.7662,0.058414,9.46161,13.1363,5.32713,19.9458,0.304507,2019-09-14,2019-09-14 17:10:19,-79.4372,92.684325
1.70762,4.75274,5.35188,11.3806,7.1983,19.6438,4.96503,2019-09-14,2019-09-14 03:00:34,-47.493775,-72.29412500000001
5.0548,2.28062,6.30208,11.4734,5.48343,19.408,4.99768,2019-09-14,2019-09-14 11:49:38,30.809525,102.33924999999999
1.00522,0.00632313,5.05353,9.16012,14.9157,19.973,4.88614,2019-09-14,2019-09-14 20:21:31,42.194575,-84.041275
2.34689,2.34768,9.67065,10.2951,5.35071,19.9939,4.99503,2019-09-14,2019-09-14 10:39:06,5.3081,-77.75697500000001
1.16983,7.70128,5.1112,7.98999,8.07745,19.9785,4.97178,2019-09-14,2019-09-14 12:53:30,-41.87094999999999,-77.9025
3.74086,2.62388,8.54701,11.0391,5.14972,18.9391,4.96042,2019-09-14,2019-09-14 15:44:35,22.099,99.98542499999999
2.25504,12.3276,5.7126,5.53419,5.03568,19.1646,4.97035,2019-09-14,2019-09-14 09:51:30,33.1912,103.48
7.20507,3.66527,10.2303,8.06986,5.95158,15.1899,4.68802,2019-09-14,2019-09-14 01:29:38,-45.83495,106.26950000000002
1.46931,1.91061,5.10685,16.0838,5.61297,19.9804,4.83612,2019-09-14,2019-09-14 10:17:30,69.800775,-80.419275
11.7792,5.08368,7.27591,8.83572,7.18887,14.2655,0.571143,2021-04-22,2021-04-22 20:19:33,-70.36574999999999,-72.04217499999999
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:38:58,-17.304375,106.94525
1.60218,0.213943,8.71801,15.2432,5.54561,18.7469,4.93023,2019-09-14,2019-09-14 01:08:26,-68.56687500000001,-69.726525
6.2233,1.08019,15.9689,3.95701,6.53575,19.7964,1.43852,2019-09-14,2019-09-14 21:28:59,-15.450724999999998,96.04705
1.01031,0.0373075,5.07779,14.4606,9.9798,19.5108,4.92346,2019-09-14,2019-09-14 16:12:03,76.44477499999999,-85.3598
12.2901,0.0756495,5.01962,7.50465,5.17675,19.9702,4.96308,2019-09-14,2019-09-14 01:14:42,-87.71527499999999,-50.441950000000006
1.09631,0.00434327,5.00037,13.9497,10.3335,19.9153,4.70045,2019-09-14,2019-09-14 22:44:35,-30.5479,-83.6274
1.02077,0.0395916,5.33761,18.8509,5.09506,19.6966,4.95943,2019-09-14,2019-09-14 01:02:58,-51.670674999999996,-71.04070000000002
1.00084,0.576253,5.04861,7.95979,15.8099,19.6183,4.98639,2019-09-14,2019-09-14 02:33:38,34.4072,-73.9478
1.03695,0.0444227,5.0291,11.8636,12.4148,19.648,4.96314,2019-09-14,2019-09-14 02:21:54,69.30477499999999,-75.9409
7.45685,7.40817,7.02297,5.37034,5.89567,19.6876,2.15836,2019-09-14,2019-09-14 07:47:22,17.646825,104.24974999999999
16.9505,0.00446354,5.04706,3.58506,5.15253,19.9439,4.31648,2019-09-14,2019-09-14 01:17:06,-84.433825,96.47130000000001
1.03496,0.00234288,5.11659,18.9967,5.02759,19.9847,4.8372,2019-09-14,2019-09-14 01:01:46,-47.967525,-71.1951
1.4869,0.0772203,5.11536,14.8438,9.39814,19.7681,4.31042,2019-09-14,2019-09-14 10:22:02,56.385175000000004,-79.1389
1.03549,0.0589971,5.00022,4.65584,19.9728,19.3595,4.91714,2019-09-14,2019-09-14 22:37:15,-8.17975,-84.0798
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:21:49,-63.38165,-71.345975
1.03182,0.0106685,5.01285,19.7671,5.02212,19.1555,4.9999,2019-09-14,2019-09-14 18:10:51,76.846575,-86.65985
1.00581,0.0237616,5.05314,19.7801,5.10562,19.0689,4.96264,2019-09-14,2019-09-14 06:28:50,42.457375,-76.35362500000001
1.00011,0.0417933,5.08831,17.7591,6.77609,19.5492,4.78534,2019-09-14,2019-09-14 04:09:30,77.06087500000001,110.6
1.00009,0.0258473,6.70807,2.85781,19.897,19.5383,4.97292,2019-09-14,2019-09-14 06:12:58,88.62412499999999,-58.60825
1.00014,0.0610443,5.11377,18.9374,5.0902,19.999,4.79841,2019-09-14,2019-09-14 01:12:58,-82.556875,-64.269325
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:12:29,-87.679925,133.62375
1.88952,8.18321,5.59953,10.5875,7.72989,16.4683,4.54199,2019-09-14,2019-09-14 13:48:10,29.621724999999998,101.22775000000001
1.07303,2.5579,5.02547,15.952,5.5657,19.8481,4.97773,2019-09-14,2019-09-14 21:09:55,-74.19817499999999,92.45207500000001
1.06834,0.000612113,5.00563,4.89084,19.9784,19.0749,4.98131,2019-09-14,2019-09-14 01:04:10,-55.376450000000006,-70.857075
4.31861,3.45181,5.05418,13.1838,5.10978,18.8834,4.99839,2019-09-14,2019-09-14 23:12:27,-63.112125000000006,93.110575
1.10625,0.0757632,5.11232,10.0315,13.9253,19.9248,4.82409,2019-09-14,2019-09-14 00:59:14,-40.1601,-71.454075
1.02257,0.000521923,5.01125,16.0452,8.68018,19.3592,4.88107,2019-09-14,2019-09-14 22:58:11,-72.502575,-80.72579999999999
1.00399,10.0871,5.0098,8.74175,5.17693,19.9881,4.9923,2019-09-14,2019-09-14 12:16:50,68.627425,-81.35485
1.08894,0.0457853,11.5541,2.60138,19.7251,19.9844,0.000232515,2019-09-14,2019-09-14 06:18:58,71.734375,-78.54605000000001
4.87646,6.15801,5.95262,8.01466,5.00264,19.9981,4.99749,2019-09-14,2019-09-14 13:29:30,-26.795450000000002,100.21545
